file, Mean F0 (Hz),Start F0 (Hz),End F0 (Hz),Max F0 (Hz),Min F0 (Hz),Range F0 (Hz),Time max F0 (%),F0 Abs Slope,F0 var (Hz/s),FM Rate (s-1),FM Extent (Hz),Q25% (Hz),Q50% (Hz),Q75% (Hz),Fpeak (Hz),Sound duration (s), AM var (dB/s), AM rate (s-1), AM extent (dB),Harmonicity, F1 mean (Hz),F2 mean (Hz),F3 mean (Hz),F4 mean (Hz),F5 mean (Hz),F6 mean (Hz),formant dispersal (Hz),vocal tract length (cm),mean wiener entropy,Comment
HFC_01.wav,89.909,106.45,90.7,106.446,84.674,21.773,2.722,80.451,74.687,8.541,8.744933025063029,266.178,351.202,441.158,357.508,0.585,62.093,5.978,10.386,10.0,360.988,930.651,1533.501,2105.626,2837.242,3414.178,610.638,28.659,0.227,
HFC_02.wav,89.357,82.62,88.46,93.46,79.409,14.051,62.371,51.277,43.297,4.514,9.590847736073027,275.832,350.924,407.036,353.865,0.554,42.515,7.223,5.886,17.56,350.05,883.271,1535.107,2074.784,2821.23,3327.917,595.573,29.383,-0.103,
HFC_03.wav,92.876,101.12,84.9,105.726,84.896,20.83,6.856,50.977,49.112,2.59,18.960863043632393,352.111,367.855,394.367,355.014,0.965,36.029,7.77,4.637,22.13,367.838,654.128,1534.168,1970.207,2716.252,3321.805,590.793,29.621,-1.241,
HFC_04.wav,97.455,85.83,99.51,105.748,85.061,20.687,68.405,37.03,35.642,2.13,16.730844991093967,281.967,328.959,539.934,298.231,0.939,45.401,12.249,3.706,11.71,301.961,1020.701,1613.627,2118.605,2804.985,3371.619,613.932,28.505,-0.229,
HFC_05.wav,94.374,102.28,84.18,102.282,83.544,18.737,5.528,44.692,38.302,3.075,12.45740734424829,350.942,396.806,551.729,368.893,0.976,46.925,7.686,6.105,16.05,382.377,840.692,1491.14,1937.658,2619.393,3152.462,554.017,31.587,-0.725,
HFC_06.wav,89.616,73.93,88.75,104.274,73.933,30.341,41.419,76.527,73.531,2.355,31.21969728992252,330.073,376.621,578.426,338.818,0.849,52.194,7.655,6.819,15.28,358.279,1047.734,1590.487,2041.93,2875.545,3465.984,621.541,28.156,-0.68,
HFC_07.wav,97.5,104.91,78.75,107.567,78.746,28.821,30.469,87.634,30.663,3.773,8.126731945383234,611.335,1713.219,2593.248,1752.752,1.06,38.243,3.301,11.584,14.39,517.071,1236.858,1879.897,2394.271,3005.144,3422.561,581.098,30.115,-1.354,
HFC_08.wav,92.99,90.4,107.68,107.677,85.097,22.58,97.67,116.639,110.882,4.55,24.367969448854126,319.994,342.938,381.603,333.022,0.659,66.001,8.342,7.912,15.94,343.211,1023.753,1678.546,2179.129,2934.382,3430.375,617.433,28.343,-0.551,
HFC_09.wav,92.367,90.73,92.08,106.482,81.713,24.769,15.462,95.039,91.32,3.533,25.84850659075468,301.383,366.285,465.295,352.064,0.849,58.522,8.243,7.099,14.01,343.811,970.2,1721.342,2208.833,2931.468,3424.484,616.135,28.403,0.15,
HFC_10.wav,89.774,106.78,105.09,106.777,76.842,29.934,2.734,174.66,164.592,2.816,58.45192766014788,261.293,348.37,460.137,349.865,0.533,50.856,4.693,10.836,12.02,341.119,930.948,1720.523,2250.85,2902.844,3417.073,615.191,28.446,0.081,
HFC_11.wav,89.171,89.16,75.54,102.918,75.542,27.376,12.061,98.698,95.762,2.989,32.036080621435296,291.587,374.154,547.639,327.306,1.171,52.8,10.676,4.946,10.44,363.667,978.171,1602.759,2095.854,2787.983,3367.884,600.843,29.126,-0.269,
